# Extracted surface points
# Object: trace_plane_Stand
# CoordinateSpace: World
# Units: meters
# Count: 4170
# Color 0: Name=Green, RGB=0,255,0, Tolerance=0
# Color 1: Name=SecondColor, RGB=255,0,0, Tolerance=0
index,x,y,z,colorIndex,colorName
38,-0.04943602,0.06527463,0.04730698,0,Green
39,-0.04896660,0.06509795,0.04730698,0,Green
40,-0.03699587,0.06053528,0.05520167,0,Green
41,-0.03666120,0.06037256,0.05553634,0,Green
42,-0.03632652,0.06020983,0.05587102,0,Green
43,-0.03667228,0.06043375,0.05615472,0,Green
44,-0.03626668,0.06021155,0.05636749,0,Green
45,-0.03656590,0.06041088,0.05671546,0,Green
46,-0.03626003,0.06025772,0.05708116,0,Green
47,-0.03753503,0.06059488,0.05293595,0,Green
48,-0.03719858,0.06044072,0.05327241,0,Green
49,-0.03686212,0.06028656,0.05360886,0,Green
50,-0.03667618,0.06023585,0.05407149,0,Green
51,-0.03726941,0.06054242,0.05375717,0,Green
52,-0.03708453,0.06049209,0.05421981,0,Green
53,-0.03635091,0.06008400,0.05442150,0,Green
54,-0.03675872,0.06033561,0.05456557,0,Green
55,-0.03642848,0.06017610,0.05490689,0,Green
56,-0.03796667,0.06053464,0.05077774,0,Green
57,-0.03762800,0.06038887,0.05111641,0,Green
58,-0.03728933,0.06024310,0.05145509,0,Green
59,-0.03689089,0.06010607,0.05208373,0,Green
60,-0.03731589,0.06033209,0.05194649,0,Green
61,-0.03769662,0.06050094,0.05159897,0,Green
62,-0.03712553,0.06030153,0.05247996,0,Green
63,-0.03678310,0.06014327,0.05281019,0,Green
64,-0.03839822,0.06046971,0.04903349,0,Green
65,-0.03798661,0.06028083,0.04924708,0,Green
66,-0.03829142,0.06050496,0.04957415,0,Green
67,-0.03798661,0.06040446,0.04995906,0,Green
68,-0.03872338,0.06049995,0.04829447,0,Green
69,-0.03732032,0.06016380,0.05079103,0,Green
70,-0.03764614,0.06014379,0.04958836,0,Green
71,-0.03753782,0.06016615,0.05007692,0,Green
72,-0.03624459,0.06011320,0.05536861,0,Green
73,-0.03592044,0.06002223,0.05667621,0,Green
74,-0.03570435,0.05993155,0.05726275,0,Green
75,-0.03605716,0.06016547,0.05752956,0,Green
76,-0.03592706,0.05998431,0.05607423,0,Green
77,-0.03591603,0.06010332,0.05800806,0,Green
78,-0.03558748,0.05991676,0.05833662,0,Green
79,-0.03538020,0.05980908,0.05877983,0,Green
80,-0.03598880,0.06016863,0.05849979,0,Green
81,-0.03538020,0.05983035,0.05928038,0,Green
82,-0.03578153,0.06006096,0.05894300,0,Green
83,-0.03883100,0.06036456,0.04730692,0,Green
84,-0.03838880,0.06012980,0.04733803,0,Green
85,-0.03807771,0.06003498,0.04771801,0,Green
86,-0.03859990,0.06032555,0.04774912,0,Green
87,-0.03828881,0.06023073,0.04812909,0,Green
88,-0.03798661,0.06014251,0.04851795,0,Green
89,-0.03764614,0.06003370,0.04895610,0,Green
90,-0.03580962,0.06009785,0.05944142,0,Green
91,-0.03507439,0.05965191,0.05963571,0,Green
92,-0.03548506,0.05990450,0.05977039,0,Green
93,-0.03517816,0.05972224,0.06012144,0,Green
94,-0.03494855,0.05958819,0.06054536,0,Green
95,-0.03473438,0.05946370,0.06098031,0,Green
